Id,division,user type,country,WS_01,WS_02,WS_03,WS_04,WS_05,WS_06,WS_07,WS_08,WS_09,WS_10,WS_11,WSx_11,WSx_12,WSx_13,WSx_14,WSx_15,WSx_16,WSx_17,WSx_18,WSx_19,WSx_20,WS_RM,WS_RM_Language,WS_RM_eng,WS_RM2,WS_RM2_Language,WS_RM2_eng,BA_01,BA_02,BA_03,BA_04,BA_05,BA_06,BAx_11,BAx_12,BAx_13,BAx_14,BAx_15,BAx_16,BAx_17,BAx_18,BAx_19,BAx_20,BA_RM,BA_RM_Language,BA_RM_eng,BA_RM2,BA_RM2_Language,BA_RM2_eng,TR_01,TR_02,TR_03,TR_04,TR_05,TR_06,TR_07,TR_08,TR_09,TR_10,TRx_11,TRx_12,TRx_13,TRx_14,TRx_15,TRx_16,TRx_17,TRx_18,TRx_19,TRx_20,general_OS,general_RM
4780,Sales & Export,kiosk worker,Germany,2,1,4,1,1,1,1,2,,,,2,3,,,,,,,,,,,,,,,3,1,1,1,1,3,,,,,,,,,,,,,,,,,4,4,2,4,3,1,2,,,,,,,,,,,,,,10,
4781,Sales & Export,field service engineer,Germany,2,1,4,2,1,2,4,4,,,,3,4,,,,,,,,,,,,,,,3,3,4,1,2,4,,,,,,,,,,,,,,,,,3,1,3,3,3,1,4,,,,,,,,,,,,,,8,
4782,Sales & Export,engineer,United Kingdom,4,4,3,1,3,1,4,1,,,,2,3,,,,,,,,,,,,,,,1,4,3,1,4,3,,,,,,,,,,,,,,,,,3,1,2,3,1,4,3,,,,,,,,,,,,,,9,
4783,Information Technology,sales,Netherlands,3,1,1,2,1,1,4,1,,,,4,2,,,,,,,,,,,,,,,2,1,1,3,2,2,,,,,,,,,,,,,,,,,1,2,2,3,2,4,1,,,,,,,,,,,,,,5,
4784,Operations & Manufacturing,kiosk worker,Thailand,4,1,2,4,1,4,3,4,,,,1,3,,,,,,,,,,,,,,,3,4,3,2,2,2,,,,,,,,,,,,,,,,,3,2,1,4,2,2,1,,,,,,,,,,,,,,5,
4785,Supply Chain,field service engineer,France,1,2,1,2,3,1,3,3,,,,1,1,,,,,,,,,,,,,,,1,4,1,4,1,4,,,,,,,,,,,,,,,,,4,2,3,4,4,1,4,,,,,,,,,,,,,,7,
4786,Human Resources,engineer,Romania,4,2,1,4,3,3,3,1,,,,2,1,,,,,,,,,,,,,,,4,1,1,3,1,4,,,,,,,,,,,,,,,,,2,3,1,2,2,4,4,,,,,,,,,,,,,,9,
4787,Sales & Export,sales,Germany,4,3,2,1,3,4,2,1,,,,2,3,,,,,,,,,,,,,,,2,1,3,4,1,4,,,,,,,,,,,,,,,,,1,1,2,4,2,1,1,,,,,,,,,,,,,,6,
4788,Professional Operations,kiosk worker,Norway,3,3,4,1,4,4,1,3,,,,4,4,,,,,,,,,,,,,,,3,2,2,1,3,2,,,,,,,,,,,,,,,,,4,3,3,4,4,1,2,,,,,,,,,,,,,,9,
4789,General Management,field service engineer,Ireland,3,2,1,3,4,1,3,3,,,,4,4,,,,,,,,,,,,,,,3,4,3,1,1,1,,,,,,,,,,,,,,,,,2,4,1,3,4,4,1,,,,,,,,,,,,,,10,
4790,Operations & Manufacturing,engineer,Germany,3,2,4,2,3,3,1,2,,,,3,2,,,,,,,,,,,,,,,3,2,4,3,2,1,,,,,,,,,,,,,,,,,3,4,2,2,2,1,3,,,,,,,,,,,,,,7,
4791,Marketing,sales,Spain,1,2,1,4,4,2,2,1,,,,4,4,,,,,,,,,,,,,,,2,2,4,1,3,3,,,,,,,,,,,,,,,,,3,4,4,3,1,1,3,,,,,,,,,,,,,,10,
4792,Supply Chain,kiosk worker,Netherlands,3,4,4,3,3,1,3,4,,,,4,3,,,,,,,,,,,,,,,2,3,4,4,2,3,,,,,,,,,,,,,,,,,3,1,2,2,1,4,1,,,,,,,,,,,,,,7,
4793,Sales & Export,field service engineer,Brazil,3,2,3,4,1,4,2,3,,,,4,1,,,,,,,,,,,,,,,3,3,4,1,4,2,,,,,,,,,,,,,,,,,1,3,3,2,3,1,4,,,,,,,,,,,,,,5,
4794,Professional Operations,engineer,Belgium,4,3,2,1,2,2,3,1,,,,4,2,,,,,,,,,,,,,,,4,1,4,2,3,2,,,,,,,,,,,,,,,,,2,4,1,4,3,3,4,,,,,,,,,,,,,,8,
4795,Sales & Export,sales,Brazil,4,1,4,3,3,3,1,2,,,,3,3,,,,,,,,,,,,,,,1,4,1,2,4,3,,,,,,,,,,,,,,,,,3,3,4,3,2,2,4,,,,,,,,,,,,,,8,
4796,Sales & Export,kiosk worker,Russia,3,1,3,4,1,3,1,1,,,,3,3,,,,,,,,,,,,,,,2,3,1,4,4,3,,,,,,,,,,,,,,,,,2,1,3,4,4,2,4,,,,,,,,,,,,,,10,
4797,Finance,field service engineer,New Zealand,2,1,4,1,3,1,2,3,,,,2,3,,,,,,,,,,,,,,,2,3,4,1,1,3,,,,,,,,,,,,,,,,,1,2,1,1,1,4,2,,,,,,,,,,,,,,4,
4798,Strategy & PMI,engineer,Malaysia,2,1,3,3,3,4,4,4,,,,4,1,,,,,,,,,,,,,,,1,2,2,4,3,2,,,,,,,,,,,,,,,,,1,3,3,1,2,4,2,,,,,,,,,,,,,,9,
4799,Operations & Manufacturing,sales,Netherlands,4,3,3,3,4,2,4,3,,,,2,2,,,,,,,,,,,,,,,3,4,1,4,2,3,,,,,,,,,,,,,,,,,3,4,2,4,4,4,3,,,,,,,,,,,,,,5,
4800,Sales & Export,kiosk worker,Germany,1,2,4,2,2,3,3,3,,,,1,3,,,,,,,,,,,,,,,4,4,2,1,2,2,,,,,,,,,,,,,,,,,1,4,3,2,2,3,2,,,,,,,,,,,,,,7,
4801,Sales & Export,field service engineer,Germany,4,2,1,1,3,2,2,3,,,,3,2,,,,,,,,,,,,,,,4,4,1,3,2,2,,,,,,,,,,,,,,,,,2,3,1,4,3,3,4,,,,,,,,,,,,,,7,
4802,Sales & Export,engineer,United Kingdom,1,4,1,3,1,2,2,1,,,,1,3,,,,,,,,,,,,,,,4,4,2,1,4,3,,,,,,,,,,,,,,,,,1,1,3,4,4,1,1,,,,,,,,,,,,,,6,
4803,Information Technology,sales,Netherlands,4,2,1,1,2,3,2,2,,,,2,1,,,,,,,,,,,,,,,2,2,2,2,3,3,,,,,,,,,,,,,,,,,2,2,1,1,3,2,1,,,,,,,,,,,,,,4,
4804,Operations & Manufacturing,kiosk worker,Thailand,1,2,4,2,3,3,2,1,,,,2,3,,,,,,,,,,,,,,,3,2,1,4,1,3,,,,,,,,,,,,,,,,,1,4,2,3,1,1,2,,,,,,,,,,,,,,5,
4805,Supply Chain,field service engineer,France,4,1,3,2,3,3,3,3,,,,1,2,,,,,,,,,,,,,,,3,2,2,2,1,3,,,,,,,,,,,,,,,,,1,1,2,4,4,3,1,,,,,,,,,,,,,,10,
4806,Human Resources,engineer,Romania,1,3,3,3,2,3,1,2,,,,4,4,,,,,,,,,,,,,,,3,2,1,2,1,2,,,,,,,,,,,,,,,,,2,3,3,3,2,1,4,,,,,,,,,,,,,,10,
4807,Sales & Export,sales,Germany,1,4,2,1,4,4,1,4,,,,2,3,,,,,,,,,,,,,,,3,4,1,2,4,3,,,,,,,,,,,,,,,,,2,1,1,4,2,4,1,,,,,,,,,,,,,,4,
4808,Professional Operations,kiosk worker,Norway,1,4,1,2,3,4,1,3,,,,2,2,,,,,,,,,,,,,,,4,2,4,2,4,2,,,,,,,,,,,,,,,,,4,4,4,1,2,3,2,,,,,,,,,,,,,,9,
4809,General Management,field service engineer,Ireland,1,3,3,1,2,2,3,2,,,,2,4,,,,,,,,,,,,,,,3,2,4,3,4,3,,,,,,,,,,,,,,,,,4,4,1,3,1,1,4,,,,,,,,,,,,,,8,
4810,Operations & Manufacturing,engineer,Germany,4,1,1,1,4,4,3,1,,,,1,3,,,,,,,,,,,,,,,4,1,1,3,3,4,,,,,,,,,,,,,,,,,3,3,2,2,3,2,4,,,,,,,,,,,,,,8,
4811,Marketing,sales,Spain,3,2,1,3,3,2,4,2,,,,4,4,,,,,,,,,,,,,,,4,1,2,3,3,2,,,,,,,,,,,,,,,,,2,3,1,4,3,3,1,,,,,,,,,,,,,,7,
4812,Supply Chain,kiosk worker,Netherlands,4,2,4,4,3,4,2,2,,,,3,1,,,,,,,,,,,,,,,2,4,1,4,4,3,,,,,,,,,,,,,,,,,2,4,3,3,3,3,4,,,,,,,,,,,,,,9,
4813,Sales & Export,field service engineer,Brazil,2,2,3,2,3,2,4,2,,,,1,4,,,,,,,,,,,,,,,4,2,3,1,1,4,,,,,,,,,,,,,,,,,3,1,2,1,1,4,2,,,,,,,,,,,,,,5,
4814,Professional Operations,engineer,Belgium,2,4,4,2,2,2,1,4,,,,3,1,,,,,,,,,,,,,,,1,3,2,2,1,1,,,,,,,,,,,,,,,,,1,4,3,2,4,4,4,,,,,,,,,,,,,,4,
4815,Sales & Export,sales,Brazil,3,1,4,2,2,2,1,3,,,,2,4,,,,,,,,,,,,,,,4,4,2,3,2,1,,,,,,,,,,,,,,,,,1,3,1,1,3,2,4,,,,,,,,,,,,,,6,
4816,Sales & Export,kiosk worker,Russia,1,4,1,4,1,2,2,1,,,,2,2,,,,,,,,,,,,,,,2,2,3,4,3,4,,,,,,,,,,,,,,,,,3,4,2,3,4,4,2,,,,,,,,,,,,,,9,
4817,Finance,field service engineer,New Zealand,2,4,1,4,2,3,2,4,,,,2,3,,,,,,,,,,,,,,,4,1,1,3,2,2,,,,,,,,,,,,,,,,,2,2,3,3,4,4,3,,,,,,,,,,,,,,6,
4818,Strategy & PMI,engineer,Malaysia,4,3,2,3,1,4,2,2,,,,4,1,,,,,,,,,,,,,,,3,4,1,1,4,2,,,,,,,,,,,,,,,,,4,1,2,2,3,4,3,,,,,,,,,,,,,,7,
4819,Operations & Manufacturing,sales,Netherlands,4,3,4,2,4,1,4,1,,,,1,4,,,,,,,,,,,,,,,3,4,2,4,1,4,,,,,,,,,,,,,,,,,4,2,2,2,2,4,1,,,,,,,,,,,,,,10,
4820,Sales & Export,kiosk worker,Germany,4,4,2,2,2,2,1,1,,,,2,3,,,,,,,,,,,,,,,2,2,2,2,4,3,,,,,,,,,,,,,,,,,3,2,3,3,3,3,1,,,,,,,,,,,,,,10,
4821,Sales & Export,field service engineer,Germany,2,3,3,3,2,3,3,1,,,,3,2,,,,,,,,,,,,,,,4,1,1,3,4,1,,,,,,,,,,,,,,,,,3,4,4,1,2,3,4,,,,,,,,,,,,,,9,
4822,Sales & Export,engineer,United Kingdom,4,1,2,1,2,3,2,4,,,,4,4,,,,,,,,,,,,,,,3,1,1,1,4,3,,,,,,,,,,,,,,,,,3,3,4,3,1,2,2,,,,,,,,,,,,,,6,
4823,Information Technology,sales,Netherlands,2,3,1,4,2,4,4,3,,,,1,2,,,,,,,,,,,,,,,4,4,1,2,2,1,,,,,,,,,,,,,,,,,2,3,2,2,2,2,4,,,,,,,,,,,,,,10,
4824,Operations & Manufacturing,kiosk worker,Thailand,1,2,2,3,4,4,4,2,,,,3,3,,,,,,,,,,,,,,,3,3,3,4,1,3,,,,,,,,,,,,,,,,,3,2,1,1,2,4,4,,,,,,,,,,,,,,5,
4825,Supply Chain,field service engineer,France,1,1,1,4,1,1,3,3,,,,3,2,,,,,,,,,,,,,,,2,1,2,2,1,4,,,,,,,,,,,,,,,,,2,2,3,1,4,3,4,,,,,,,,,,,,,,4,
4826,Human Resources,engineer,Romania,4,4,3,4,2,2,4,2,,,,3,3,,,,,,,,,,,,,,,2,1,3,3,1,2,,,,,,,,,,,,,,,,,3,4,4,1,3,3,1,,,,,,,,,,,,,,7,
4827,Sales & Export,sales,Germany,1,2,3,1,4,2,3,2,,,,3,1,,,,,,,,,,,,,,,3,3,3,1,1,3,,,,,,,,,,,,,,,,,1,1,3,1,1,2,1,,,,,,,,,,,,,,8,
4828,Professional Operations,kiosk worker,Norway,1,3,1,4,4,1,1,1,,,,3,2,,,,,,,,,,,,,,,1,2,2,4,4,1,,,,,,,,,,,,,,,,,1,2,2,1,2,1,1,,,,,,,,,,,,,,5,
4829,General Management,field service engineer,Ireland,3,1,1,4,4,1,1,4,,,,1,3,,,,,,,,,,,,,,,1,1,1,3,2,4,,,,,,,,,,,,,,,,,4,3,1,1,1,1,1,,,,,,,,,,,,,,4,
4830,Operations & Manufacturing,engineer,Germany,4,3,2,4,4,2,2,1,,,,4,1,,,,,,,,,,,,,,,2,4,2,4,3,4,,,,,,,,,,,,,,,,,4,2,2,1,4,1,2,,,,,,,,,,,,,,9,
4831,Marketing,sales,Spain,3,4,3,4,4,4,4,1,,,,4,4,,,,,,,,,,,,,,,2,4,4,2,4,1,,,,,,,,,,,,,,,,,1,2,3,3,4,1,2,,,,,,,,,,,,,,8,
4832,Supply Chain,kiosk worker,Netherlands,2,3,2,4,4,3,2,3,,,,1,4,,,,,,,,,,,,,,,3,4,1,3,1,4,,,,,,,,,,,,,,,,,2,1,3,4,1,1,1,,,,,,,,,,,,,,8,
4833,Sales & Export,field service engineer,Brazil,3,4,3,2,1,4,2,1,,,,4,1,,,,,,,,,,,,,,,4,3,4,3,1,2,,,,,,,,,,,,,,,,,4,1,4,2,4,1,3,,,,,,,,,,,,,,6,
4834,Professional Operations,engineer,Belgium,1,3,2,2,2,1,4,1,,,,1,4,,,,,,,,,,,,,,,4,1,4,2,4,1,,,,,,,,,,,,,,,,,1,4,1,1,1,4,2,,,,,,,,,,,,,,7,
4835,Sales & Export,sales,Brazil,4,2,4,1,1,2,4,1,,,,3,2,,,,,,,,,,,,,,,1,4,4,1,2,4,,,,,,,,,,,,,,,,,1,3,1,2,1,2,4,,,,,,,,,,,,,,10,
4836,Sales & Export,kiosk worker,Russia,2,2,1,1,3,2,3,1,,,,4,4,,,,,,,,,,,,,,,4,3,1,3,2,4,,,,,,,,,,,,,,,,,1,3,3,2,1,3,2,,,,,,,,,,,,,,9,
4837,Finance,field service engineer,New Zealand,1,2,1,3,2,2,1,4,,,,2,1,,,,,,,,,,,,,,,2,3,1,2,3,3,,,,,,,,,,,,,,,,,3,3,3,2,4,2,3,,,,,,,,,,,,,,7,
4838,Strategy & PMI,engineer,Malaysia,2,2,3,3,3,4,4,3,,,,3,2,,,,,,,,,,,,,,,1,4,2,4,2,3,,,,,,,,,,,,,,,,,3,2,4,3,3,2,1,,,,,,,,,,,,,,10,
4839,Operations & Manufacturing,sales,Netherlands,3,2,4,1,4,3,2,4,,,,2,3,,,,,,,,,,,,,,,3,4,4,1,4,4,,,,,,,,,,,,,,,,,1,2,2,1,3,4,3,,,,,,,,,,,,,,10,
4840,Sales & Export,kiosk worker,Germany,3,1,4,3,4,1,1,1,,,,3,1,,,,,,,,,,,,,,,2,1,3,2,2,3,,,,,,,,,,,,,,,,,4,1,3,2,2,3,3,,,,,,,,,,,,,,10,
4841,Sales & Export,field service engineer,Germany,2,4,3,3,3,4,4,1,,,,4,1,,,,,,,,,,,,,,,4,3,2,4,3,3,,,,,,,,,,,,,,,,,2,1,4,2,2,3,4,,,,,,,,,,,,,,7,
4842,Sales & Export,engineer,United Kingdom,4,2,3,2,1,1,1,4,,,,4,1,,,,,,,,,,,,,,,1,4,2,1,2,4,,,,,,,,,,,,,,,,,1,1,2,1,4,4,3,,,,,,,,,,,,,,10,
4843,Information Technology,sales,Netherlands,4,4,2,1,4,2,1,2,,,,4,2,,,,,,,,,,,,,,,1,4,1,4,2,3,,,,,,,,,,,,,,,,,3,3,4,4,4,1,3,,,,,,,,,,,,,,5,
4844,Operations & Manufacturing,kiosk worker,Thailand,4,1,3,4,4,3,2,4,,,,4,4,,,,,,,,,,,,,,,2,1,4,1,1,3,,,,,,,,,,,,,,,,,3,2,2,2,1,4,2,,,,,,,,,,,,,,4,
4845,Supply Chain,field service engineer,France,3,4,2,1,3,1,2,4,,,,4,3,,,,,,,,,,,,,,,2,4,4,2,2,3,,,,,,,,,,,,,,,,,4,2,4,1,3,1,2,,,,,,,,,,,,,,5,
4846,Human Resources,engineer,Romania,3,4,2,4,1,3,4,4,,,,2,4,,,,,,,,,,,,,,,2,2,2,3,4,2,,,,,,,,,,,,,,,,,3,1,2,3,3,4,3,,,,,,,,,,,,,,8,
4847,Sales & Export,sales,Germany,4,1,1,3,2,3,3,2,,,,3,3,,,,,,,,,,,,,,,3,1,2,4,2,1,,,,,,,,,,,,,,,,,1,1,3,4,1,3,3,,,,,,,,,,,,,,8,
4848,Professional Operations,kiosk worker,Norway,3,4,3,3,3,3,1,4,,,,3,3,,,,,,,,,,,,,,,4,4,2,2,2,3,,,,,,,,,,,,,,,,,3,3,4,1,3,1,1,,,,,,,,,,,,,,9,
4849,General Management,field service engineer,Ireland,3,2,3,1,1,4,3,4,,,,1,4,,,,,,,,,,,,,,,4,1,2,2,2,2,,,,,,,,,,,,,,,,,1,4,1,3,4,4,4,,,,,,,,,,,,,,8,
4850,Operations & Manufacturing,engineer,Germany,4,3,2,2,3,2,4,2,,,,3,1,,,,,,,,,,,,,,,4,1,1,3,1,3,,,,,,,,,,,,,,,,,1,4,2,1,3,2,3,,,,,,,,,,,,,,5,
4851,Marketing,sales,Spain,1,2,1,3,1,4,4,2,,,,1,2,,,,,,,,,,,,,,,2,3,4,2,1,4,,,,,,,,,,,,,,,,,4,2,4,2,3,1,3,,,,,,,,,,,,,,7,
4852,Supply Chain,kiosk worker,Netherlands,4,1,1,1,1,4,2,3,,,,2,1,,,,,,,,,,,,,,,1,4,3,4,2,2,,,,,,,,,,,,,,,,,4,3,3,2,2,3,1,,,,,,,,,,,,,,10,
4853,Sales & Export,field service engineer,Brazil,3,2,1,1,3,1,2,2,,,,1,4,,,,,,,,,,,,,,,2,2,4,1,1,4,,,,,,,,,,,,,,,,,1,2,4,4,4,4,1,,,,,,,,,,,,,,10,
4854,Professional Operations,engineer,Belgium,4,1,1,3,1,2,2,4,,,,2,2,,,,,,,,,,,,,,,3,1,3,4,3,3,,,,,,,,,,,,,,,,,1,2,1,2,3,3,2,,,,,,,,,,,,,,5,
4855,Sales & Export,sales,Brazil,1,2,3,3,3,4,4,3,,,,2,2,,,,,,,,,,,,,,,2,4,3,3,1,4,,,,,,,,,,,,,,,,,2,1,2,3,1,4,1,,,,,,,,,,,,,,10,
4856,Sales & Export,kiosk worker,Russia,4,1,1,1,4,3,4,3,,,,3,4,,,,,,,,,,,,,,,4,4,4,2,3,4,,,,,,,,,,,,,,,,,2,3,4,4,2,4,3,,,,,,,,,,,,,,4,
4857,Finance,field service engineer,New Zealand,2,3,2,2,3,2,3,1,,,,3,3,,,,,,,,,,,,,,,2,2,4,1,1,3,,,,,,,,,,,,,,,,,3,2,4,4,3,4,4,,,,,,,,,,,,,,9,
4858,Strategy & PMI,engineer,Malaysia,1,2,2,2,3,4,4,3,,,,1,1,,,,,,,,,,,,,,,1,3,2,1,1,4,,,,,,,,,,,,,,,,,4,1,4,1,4,1,3,,,,,,,,,,,,,,4,
4859,Operations & Manufacturing,sales,Netherlands,4,1,3,3,4,4,3,1,,,,3,4,,,,,,,,,,,,,,,4,1,3,4,4,1,,,,,,,,,,,,,,,,,3,3,4,3,4,4,2,,,,,,,,,,,,,,7,
4860,Sales & Export,kiosk worker,Germany,3,3,4,4,4,4,3,3,,,,1,4,,,,,,,,,,,,,,,2,2,2,3,4,4,,,,,,,,,,,,,,,,,1,4,3,3,2,4,2,,,,,,,,,,,,,,6,
4861,Sales & Export,field service engineer,Germany,2,3,3,2,4,4,2,2,,,,3,3,,,,,,,,,,,,,,,1,1,3,3,4,3,,,,,,,,,,,,,,,,,1,4,3,1,1,2,2,,,,,,,,,,,,,,9,
4862,Sales & Export,engineer,United Kingdom,1,2,1,4,1,1,1,2,,,,2,1,,,,,,,,,,,,,,,1,4,1,2,1,2,,,,,,,,,,,,,,,,,2,1,4,2,4,2,1,,,,,,,,,,,,,,8,
4863,Information Technology,sales,Netherlands,1,3,2,4,3,2,2,4,,,,2,1,,,,,,,,,,,,,,,3,4,4,1,1,3,,,,,,,,,,,,,,,,,3,4,4,3,3,3,4,,,,,,,,,,,,,,4,
4864,Operations & Manufacturing,kiosk worker,Thailand,1,3,3,4,2,2,4,1,,,,1,3,,,,,,,,,,,,,,,2,4,4,3,4,2,,,,,,,,,,,,,,,,,4,2,2,4,1,1,1,,,,,,,,,,,,,,4,
4865,Supply Chain,field service engineer,France,2,2,2,1,4,2,4,4,,,,1,1,,,,,,,,,,,,,,,3,4,1,3,2,1,,,,,,,,,,,,,,,,,4,4,1,2,1,3,2,,,,,,,,,,,,,,5,
4866,Human Resources,engineer,Romania,2,3,4,4,2,4,2,3,,,,4,2,,,,,,,,,,,,,,,4,1,3,1,3,2,,,,,,,,,,,,,,,,,1,1,3,3,4,3,1,,,,,,,,,,,,,,8,
4867,Sales & Export,sales,Germany,2,3,1,1,2,3,1,3,,,,3,3,,,,,,,,,,,,,,,3,2,2,4,2,3,,,,,,,,,,,,,,,,,3,3,3,1,3,2,4,,,,,,,,,,,,,,7,
4868,Professional Operations,kiosk worker,Norway,4,1,1,1,4,3,1,1,,,,4,2,,,,,,,,,,,,,,,4,3,3,3,3,3,,,,,,,,,,,,,,,,,1,2,4,1,2,2,2,,,,,,,,,,,,,,10,
4869,General Management,field service engineer,Ireland,3,3,3,1,1,1,2,1,,,,1,1,,,,,,,,,,,,,,,3,2,1,2,1,1,,,,,,,,,,,,,,,,,1,3,3,3,2,4,2,,,,,,,,,,,,,,9,
4870,Operations & Manufacturing,engineer,Germany,2,1,1,2,2,4,3,4,,,,4,2,,,,,,,,,,,,,,,2,4,1,4,2,3,,,,,,,,,,,,,,,,,2,2,3,3,2,3,4,,,,,,,,,,,,,,6,
4871,Marketing,sales,Spain,1,1,4,4,4,3,2,2,,,,3,2,,,,,,,,,,,,,,,2,4,2,4,2,1,,,,,,,,,,,,,,,,,1,2,3,4,3,4,3,,,,,,,,,,,,,,6,
4872,Supply Chain,kiosk worker,Netherlands,1,2,2,3,4,4,2,3,,,,2,2,,,,,,,,,,,,,,,2,4,3,1,1,4,,,,,,,,,,,,,,,,,2,4,4,1,2,2,2,,,,,,,,,,,,,,6,
4873,Sales & Export,field service engineer,Brazil,4,2,4,4,1,1,4,3,,,,4,2,,,,,,,,,,,,,,,2,1,2,1,4,4,,,,,,,,,,,,,,,,,4,1,2,1,4,4,1,,,,,,,,,,,,,,5,
4874,Professional Operations,engineer,Belgium,1,1,3,4,4,2,3,3,,,,3,2,,,,,,,,,,,,,,,4,4,2,1,1,4,,,,,,,,,,,,,,,,,1,2,1,4,4,1,4,,,,,,,,,,,,,,6,
4875,Sales & Export,sales,Brazil,2,1,4,4,1,4,2,4,,,,4,2,,,,,,,,,,,,,,,4,2,2,4,2,1,,,,,,,,,,,,,,,,,3,1,2,2,3,1,2,,,,,,,,,,,,,,10,
4876,Sales & Export,kiosk worker,Russia,3,2,3,2,3,2,3,4,,,,2,3,,,,,,,,,,,,,,,1,3,4,3,1,4,,,,,,,,,,,,,,,,,1,4,3,3,1,3,1,,,,,,,,,,,,,,8,
4877,Finance,field service engineer,New Zealand,2,2,4,2,1,4,2,4,,,,2,4,,,,,,,,,,,,,,,4,3,4,1,4,1,,,,,,,,,,,,,,,,,4,4,4,1,3,1,3,,,,,,,,,,,,,,7,
4878,Strategy & PMI,engineer,Malaysia,1,4,2,3,4,4,4,4,,,,2,3,,,,,,,,,,,,,,,2,1,4,4,2,4,,,,,,,,,,,,,,,,,3,1,2,4,4,2,3,,,,,,,,,,,,,,10,
4879,Operations & Manufacturing,sales,Netherlands,3,4,4,2,3,2,1,3,,,,1,4,,,,,,,,,,,,,,,3,1,3,3,2,2,,,,,,,,,,,,,,,,,1,4,3,2,1,4,2,,,,,,,,,,,,,,9,
4880,Sales & Export,kiosk worker,Germany,3,1,1,2,3,2,3,1,,,,3,4,,,,,,,,,,,,,,,3,4,3,2,1,4,,,,,,,,,,,,,,,,,2,4,2,2,3,2,2,,,,,,,,,,,,,,10,
4881,Sales & Export,field service engineer,Germany,3,1,1,1,4,3,3,3,,,,1,2,,,,,,,,,,,,,,,2,4,2,4,3,2,,,,,,,,,,,,,,,,,2,1,1,2,1,4,3,,,,,,,,,,,,,,7,
4882,Sales & Export,engineer,United Kingdom,4,1,3,1,1,2,4,4,,,,3,3,,,,,,,,,,,,,,,3,2,4,4,3,2,,,,,,,,,,,,,,,,,4,1,2,1,2,2,3,,,,,,,,,,,,,,8,
